p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,Y_type
"
                                    可仕充电风扇JQ-1692 大风力办公室可充电迷你桌面小风扇创意随身手持静音学生台扇便携 蓝色                ",可仕旗舰店,11895220746,98.00,88.00,100,94,100,6,3,可仕（COSI）,风扇不错 噪音很小 安全节能 适合宝宝 使用方便 风很柔和 扇网坚固 造型美观 安装方便 电机好,"可仕充电风扇JQ-1692 大风力办公室可充电迷你桌面小风扇创意随身手持静音学生台扇便携 蓝色,11895220746, ,0.7kg,中国大陆,无定时,无极变速,正常风,3片,无,机械式,台扇，USB风扇",none
"
                                    小米（MI）随身风扇 usb迷你小风扇 小米USB风扇蓝色                ",小米弘祥信盛专卖店,11781035230,198.00,19.00,500,96,500,10,4,小米（MI）,风扇不错 适合宝宝 使用方便 颜色漂亮 底座很稳,"小米（MI）随身风扇 usb迷你小风扇 小米USB风扇蓝色,11781035230, ,140.00g,无定时,无极变速,正常风,2片,无,机械式,USB风扇",none
"
                                    TCL壁扇挂壁式电风扇遥控定时壁扇宿舍静音家用电风扇 4叶铝片遥控款FW-45-CT1801RC                ",TCL添越专卖店,12053890736,399.00,194.00,10,100,10,0,0,TCL,,"TCL壁扇挂壁式电风扇遥控定时壁扇宿舍静音家用电风扇 4叶铝片遥控款FW-45-CT1801RC,12053890736, ,4.3kg,中国大陆,18寸壁扇,无定时,三档调节,正常风,4片,1级,机械式,壁扇",none
"
                                    佳星(JASUN)落地扇立式电风扇 家用电扇 黑色 FS-40H                ",加乐多专营店,12100111525,159.00,88.00,40,87,40,4,2,佳星（JASUN）,使用方便 风扇不错 安装方便 风很柔和,"佳星(JASUN)落地扇立式电风扇 家用电扇 黑色 FS-40H,12100111525, ,4.8kg,中国大陆,JX-FS-40H,2小时以下,三档调节,正常风、自然风、睡眠风,5片,3级,机械式,落地扇，风扇伴侣",none
"
                                    格力（GREE）FD-4033-WG 三叶机械落地扇/电风扇 黑色                ",格力乾越专卖店,13282710995,879.00,179.00,1,100,1,0,0,格力（GREE）,,"格力（GREE）FD-4033-WG 三叶机械落地扇/电风扇 黑色,13282710995, ,7.2kg,中国大陆,FD-4033-WG,2-8小时,三档调节,正常风,3片,1级,机械式,落地扇",none
"
                                    大松(TOSOT)小电风扇鸿运扇台式转页扇定时静音 无定时KYT-2501a                ",格力威铭专卖店,13511485004,269.00,79.00,400,95,400,10,7,大松（TOSOT）,风扇不错,"大松(TOSOT)小电风扇鸿运扇台式转页扇定时静音 无定时KYT-2501a,13511485004, ,1.9kg, KYT-2505,2-8小时,四档调节,正常风,5片,2级,机械式,转页扇，台扇",none
"
                                    【京东配送】远东风扇FT-40-K8台扇 电风扇 台式四档家用扇                ",远东电器旗舰店,10044516845,285.00,119.00,100,96,100,2,5,远东,安装方便 风扇不错 底座很稳 造型美观 使用方便 质量不错 广角送风 睡眠风不错 风力很大 颜色漂亮 睡眠风不错 噪音很小 底座很稳 质量不错,"【京东配送】远东风扇FT-40-K8台扇 电风扇 台式四档家用扇,10044516845, ,3.5kg,FT-40-K8,2小时以下,四档调节,正常风,5片,3级,机械式,台扇",none
"
                                    格力（GREE）FB-4001B-WG家用静音遥控挂壁电风扇 办公室商场工程宿舍16寸壁扇 GREE                ",格力明达丰专卖店,11726618786,299.00,238.00,300,96,300,4,10,格力（GREE）,噪音很小 质量不错 安装方便 远程遥控 风扇不错 遥控方便 使用方便 造型美观 风力很大 风很柔和,"格力（GREE）FB-4001B-WG家用静音遥控挂壁电风扇 办公室商场工程宿舍16寸壁扇 GREE,11726618786, ,2.9kg,中国大陆,FB-4001B-WG,2-8小时,三档调节,正常风,3片,1级,遥控式,壁扇",none
"
                                    大松（TOSOT)家用电风扇转页扇电风扇升降电扇定时落地式静音风扇                 ",大松旗舰店,13329542564,259.00,158.00,10,84,10,1,1,大松（TOSOT）,,"大松（TOSOT)家用电风扇转页扇电风扇升降电扇定时落地式静音风扇 ,13329542564, ,4.5kg,大松KYSI-30D,2小时以下,三档调节,正常风,5片,2级,机械式,转页扇",none
"
                                    中联电风扇FG11-42 家用迷你静音 电扇 风扇 小风扇 学生儿童 蚊帐吊扇 吊扇                ",欣系你电器专营店,12222735080,69.00,26.90,200,96,200,4,5,中联（ZOLEE）,造型美观 安全节能 风扇不错 远程遥控 遥控方便 风力很大,"中联电风扇FG11-42 家用迷你静音 电扇 风扇 小风扇 学生儿童 蚊帐吊扇 吊扇,12222735080, ,400.00g,中国大陆,无定时,二档调节,正常风,5片,无,机械式,转页扇，吊扇，风扇伴侣",none
"
                                    水仙（Narcissus）NEA-FS-45落地扇 18寸牛角铝叶工业扇 450大电风扇                ",金雷电器专营店,1536812488,298.00,188.00,100,89,100,10,5,水仙（Narcissus）,声音小 风力很大 使用方便 噪音很小 安装方便 底座很稳 风扇不错 电机好 质量不错 遥控方便,"水仙（Narcissus）NEA-FS-45落地扇 18寸牛角铝叶工业扇 450大电风扇,1536812488, ,8.1kg,FS-45,2小时以下,三档调节,正常风,4片,3级,机械式,落地扇，工业扇",none
"
                                    居优乐 电风扇/USB迷你风扇 小风扇 静音  小电扇 USB电风扇 大号7寸黑色(金属)+1.5米usb延长线                ",斌俊专营店,10174266955,69.00,35.90,2300,92,2100,70,100,居优乐,风扇不错 安装方便 噪音很小 安全节能 使用方便 风很柔和 颜色漂亮 质量不错 扇网坚固 造型美观 使用方便 质量不错 质量不错 风力很大 造型美观 颜色漂亮 广角送风 安全节能 风扇不错,"居优乐 电风扇/USB迷你风扇 小风扇 静音  小电扇 USB电风扇 大号7寸黑色(金属)+1.5米usb延长线,10174266955, ,380.00g,无定时,无极变速,正常风,4片,1级,机械式,台扇",none
"
                                    志高（CHIGO）C4-3 手持USB移动便携式风扇可充电可蓄电低噪照明创意迷你卡通小风扇                ",盛世昌业专营店,12032654591,119.00,49.00,50,90,40,2,3,志高（CHIGO）,遥控方便,"志高（CHIGO）C4-3 手持USB移动便携式风扇可充电可蓄电低噪照明创意迷你卡通小风扇,12032654591, ,230.00g,中国大陆,（CHIGO）C4-3,无定时,三档调节,正常风,4片,1级,机械式,USB风扇",none
"
                                    瑞士金图（Goldview）电风扇 落地扇遥控 家用 喷雾冷风扇加湿水 宝马灰【带灭蚊功能】                ",步履不停专营店,12360494079,1299.00,549.00,30,86,30,4,1,金图（Goldview）,噪音很小 使用方便 质量不错 风力很大 安全节能 遥控方便 造型美观 扇网坚固 颜色漂亮 安装方便 风力很大 造型美观 噪音很小,"瑞士金图（Goldview）电风扇 落地扇遥控 家用 喷雾冷风扇加湿水 宝马灰【带灭蚊功能】,12360494079, ,10.0kg,2-8小时,三档调节,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇",none
"
                                    先锋（Singfun）宿舍5叶电风扇/遥控定时静音落地扇大白办公室台式风扇 黑色三叶遥控款DD1219                ",先锋乐聪专卖店,11451733638,299.00,149.00,100,95,100,4,2,先锋（SINGFUN）,远程遥控 风力很大 风扇不错 睡眠风不错 底座很稳 风很柔和 造型美观 风力很大,"先锋（Singfun）宿舍5叶电风扇/遥控定时静音落地扇大白办公室台式风扇 黑色三叶遥控款DD1219,11451733638, ,6.6kg,中国大陆,先锋电风扇,2-8小时,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",none
"
                                    日本IRIS/爱丽思 电风扇家用风球塔扇遥控定时落地扇摇头静音无叶感应风扇 IDF-01C 白色                ",梦熬专营店,12569656726,1396.00,898.00,10,86,10,1,1,IRIS OHYAMA,颜色漂亮 造型美观 颜色漂亮 造型美观,"日本IRIS/爱丽思 电风扇家用风球塔扇遥控定时落地扇摇头静音无叶感应风扇 IDF-01C 白色,12569656726, ,10.0kg,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,1级,遥控式,塔扇",none
"
                                    艾美特（AIRMATE）【到手价449】FS4057R家用直流电风扇静音节能电风扇                ",艾美特旗舰店,12995564458,549.00,499.00,5,100,5,0,0,艾美特（AIRMATE）,噪音很小 远程遥控 安全节能 遥控方便 底座很稳 噪音很小 远程遥控 安全节能 遥控方便 底座很稳,"艾美特（AIRMATE）【到手价449】FS4057R家用直流电风扇静音节能电风扇,12995564458, ,6.9kg,FS4057R,2-8小时,五档调节,正常风,5片,1级,遥控式,落地扇",none
"
                                    格力（GREE) 大松FD-4008B-WG 学生宿舍电风扇立式静音家用遥控落地扇智能风扇                ",格力鼎格专卖店,10454867094,399.00,299.00,20,85,10,1,2,格力（GREE）,远程遥控 广角送风 使用方便 质量不错 睡眠风不错 质量不错 睡眠风不错 远程遥控,"格力（GREE) 大松FD-4008B-WG 学生宿舍电风扇立式静音家用遥控落地扇智能风扇,10454867094, ,10.0kg,FD-4008B-WG（电风扇）,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",none
"
                                    TCL壁扇/工业扇/工业壁扇/大璧扇/车间扇/风扇/电风扇 TCL壁扇FW-65T(直径650MM)                ",盛世昌业专营店,12393857712,899.00,299.00,2,0,0,0,2,TCL,,"TCL壁扇/工业扇/工业壁扇/大璧扇/车间扇/风扇/电风扇 TCL壁扇FW-65T(直径650MM),12393857712, ,11.8kg,中国大陆,FW-65T,无定时,三档调节,正常风,4片,无,机械式,工业扇，壁扇",none
"
                                    吉星工业大风量大功率电风扇750mm 强力牛角落地扇壁挂风扇 750mm铜芯铝叶                ",吉星生活电器旗舰店,15376174779,359.00,299.00,10,84,10,1,1,吉星,质量不错 安装方便,"吉星工业大风量大功率电风扇750mm 强力牛角落地扇壁挂风扇 750mm铜芯铝叶,15376174779, ,20.0kg,中国大陆,YDF-25,无定时,三档调节,正常风,3片,3级,机械式,落地扇，工业扇，壁扇",none
"
                                    永生（eosin）DT01 电风扇 工业吊扇 吸顶扇 铜线电机楼顶扇                ",永生旗舰店,1655269144,159.00,148.00,90,96,80,2,2,永生（eosin）,风力很大 使用方便 安全节能 质量不错 风扇不错 风很柔和 安装方便 扇网坚固 底座很稳 遥控方便 质量不错 安全节能 风力很大 安装方便 使用方便 风力很大 风扇不错,"永生（eosin）DT01 电风扇 工业吊扇 吸顶扇 铜线电机楼顶扇,1655269144, ,4.0kg,DT01,无定时,三档调节,正常风,3片,2级,机械式,工业扇",none
"
                                    志高（CHIGO）FO-18C5 台夹扇 学生宿舍风扇 床头迷你小风扇 低噪台夹两用摇头扇                ",盛世昌业专营店,12085969329,119.00,59.00,50,90,40,3,2,志高（CHIGO）,风很柔和 安装方便 底座很稳 安全节能 睡眠风不错 颜色漂亮,"志高（CHIGO）FO-18C5 台夹扇 学生宿舍风扇 床头迷你小风扇 低噪台夹两用摇头扇,12085969329, ,1.325kg,中国大陆,（CHIGO）FO-18C5,无定时,三档调节,正常风,3片,1级,机械式,台扇，壁扇",none
"
                                    艾美特(Airmate)电风扇 落地扇FSW58R家用直流变频 静音遥控风扇24档风                ",艾美特子云专卖店,1540367583,1429.00,439.00,100,94,100,3,7,艾美特（AIRMATE）,安装方便 底座很稳 安全节能 声音小 风很柔和 噪音很小 风力很大 扇网坚固 使用方便 质量不错 风很柔和 安全节能 使用方便 远程遥控 风力很大,"艾美特(Airmate)电风扇 落地扇FSW58R家用直流变频 静音遥控风扇24档风,1540367583, ,10.25kg,FSW58R,2-8小时,无极变速,正常风,5片,1级,遥控式,落地扇",none
"
                                    尚朋堂 YS-TF03 遥控塔扇 无叶家用电风扇 遥控款                ",喵喵电器专营店,12715825986,499.00,219.00,20,90,20,1,1,尚朋堂,遥控方便 使用方便 遥控方便 使用方便 安全节能 造型美观 风力很大 使用方便 风扇不错,"尚朋堂 YS-TF03 遥控塔扇 无叶家用电风扇 遥控款,12715825986, ,5.0kg,中国大陆,YS-TF03,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",none
"
                                    栩海 USB蛇形风扇 强大风力小风扇 USB小风扇笔记本电脑小风扇 蛇形USB风扇                ",宏婷电器专营店,11448426708,19.00,9.90,2600,94,2400,60,90,栩海,使用方便 安装方便 风扇不错 风很柔和 造型美观 风力很大 质量不错 噪音很小 颜色漂亮 安全节能,"栩海 USB蛇形风扇 强大风力小风扇 USB小风扇笔记本电脑小风扇 蛇形USB风扇,11448426708, ,75.00g,无定时,无极变速,正常风,2片,1级,机械式,USB风扇",none
"
                                    西联喷雾风扇 遥控静音家用喷雾风扇 降温加湿雾化扇水冷风扇喷雾电风扇水雾扇 冷风扇 黑色                ",西联旗舰店,13823489388,898.00,428.00,10,93,10,0,1,西联,电机好 风扇不错 质量不错 造型美观 加湿空气 安装方便 使用方便 安全节能 扇网坚固 适合宝宝 使用方便 底座很稳 造型美观 质量不错,"西联喷雾风扇 遥控静音家用喷雾风扇 降温加湿雾化扇水冷风扇喷雾电风扇水雾扇 冷风扇 黑色,13823489388, ,9.0kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",none
"
                                    TCL  趴地扇/工业扇/空气循环扇/电风扇  FE-40T                ",盛世昌业专营店,12034417274,399.00,169.00,1,100,1,0,0,TCL,风扇不错 风扇不错,"TCL  趴地扇/工业扇/空气循环扇/电风扇  FE-40T,12034417274, ,4.15kg,中国大陆,FE-40T,无定时,三档调节,正常风,3片,1级,机械式,工业扇，空气循环扇",none
"
                                    扬子 （YANGZ）电风扇塔扇 塔式落地扇静音无叶风扇 家用立式大厦扇 802 遥控款 12小时定时                ",安涛专营店,12553267963,678.00,169.00,70,92,70,3,3,扬子（YANGZ）,远程遥控 质量不错 造型美观 使用方便,"扬子 （YANGZ）电风扇塔扇 塔式落地扇静音无叶风扇 家用立式大厦扇 802 遥控款 12小时定时,12553267963, ,4.0kg,中国大陆,2-8小时,三档调节,正常风,无叶,2级,机械式,塔扇",none
"
                                    艾美特(Airmate)电风扇 吊扇FZ4811 吸顶扇 铜电机1.2米48吋 家用 白色                ",台企名品馆—家电专营店,13678834785,338.00,169.00,5,100,5,0,0,艾美特,,"艾美特(Airmate)电风扇 吊扇FZ4811 吸顶扇 铜电机1.2米48吋 家用 白色,13678834785, ,5.0kg,无定时,五档调节,正常风,3片,3级,机械式,吊扇",none
