creationTime,content_1,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userClient,userLevel,userProvince
2017/1/16 14:16,"""空调品质很好，颜色很喜欢，格力服务也很好，正在使用！",35,FALSE,"""南***清""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/11/1 15:26,5,"""""","""PLUS会员[试用]""","""北京"""
2016/12/17 17:54,"""京东的快递师傅很准时，4台空调，楼梯房上下楼好几次，特别不容易。安装的师傅也很专业，很细心。\n不过这台面板颜色有点奇怪，格力厂家在看能不能换货。",5,TRUE,"""h***9""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/12/12 10:49,5,"""来自京东iPhone客户端""","""金牌会员""","""江苏"""
2016/12/17 17:54,"""感受了一下，制热很快，本来还以为空调买小了，现在不用担心了。安装师傅也很用心，大冷天还要爬那么高那么危险的地方，辛苦了他们。",10,TRUE,"""J***Y""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/10 4:45,5,"""来自京东Android客户端""","""金牌会员""",""""""
2017/1/20 20:21,"""放在卧室用，质量挺好，希望能一直一直的好用",26,TRUE,"""晓***恩""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/2/16 12:09,5,"""来自京东iPhone客户端""","""PLUS会员""","""山东"""
2016/12/15 13:02,"""12买的，今天就装好了！速度特别快，大品牌值得信赖！效果后期再讲吧",3,TRUE,"""j***""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/12/12 11:14,5,"""来自京东Android客户端""","""钻石会员""",""""""
2016/12/15 13:02,"""美观大方，来热风又快，安装师傅也很贴心。",4,TRUE,"""唯***吧""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/16 12:25,5,"""来自京东iPhone客户端""","""银牌会员""","""安徽"""
2017/3/20 15:55,"""空调不错看着挺好，安装人员也很辛苦很敬业",4,TRUE,"""j***大""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/15 22:46,5,"""来自京东Android客户端""","""金牌会员""","""海南"""
2017/4/8 16:32,"""效果不错，安装师傅很负责，服务也很好！",2,TRUE,"""z***6""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/4/6 12:31,5,"""来自京东iPhone客户端""","""金牌会员""","""江苏"""
2017/2/17 21:32,"""看着还不错，今天收到货立马就安装了，速度??",3,TRUE,"""j***4""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/2/14 18:53,5,"""来自京东iPhone客户端""","""钻石会员""","""浙江"""
2017/2/20 15:17,"""物流挺快的，客服态度也很好，价格也非常的实惠",41,TRUE,"""倪***芬""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/10 0:02,5,"""来自京东Android客户端""","""银牌会员""",""""""
